RESIDENTIAL MANAGEMENT MASTER LIST - RM ONLY,,,,,,,,,,
"March 4, 2026",,,,,,,,,,
PROJECT,FILE#,Unit #,ST. #,STREET,CITY,PM,ACCT,INS,NON-RESIDENT,
29,2943-01,208,3839,WEST 4TH AVENUE,VAN,KH,Leuvin,NO,,
29,2944-01,507,1788,COLUMBIA STREET,VAN,KH,Leuvin,YES,NO,
29,2945-01,4,1777,WEST 7TH AVENUE,VAN,KH,Leuvin,YES,,
29,2947-01,,4635,GOTHARD STREET,VAN,AA,Leuvin,NO,,
29,2949-01,201 (&202),1990,DUNBAR STREET,VAN,KH,Leuvin,NO,,
29,2951-01,605,1468,WEST 14TH AVENUE,VAN,KH,Leuvin,NO,,
29,2954-01,1102,328,EAST 11TH AVENUE,VAN,JR,Leuvin,NO,,
29,2959-01,205,508,WEST 29TH AVENUE,VAN,KH,Leuvin,YES,NO,
29,2966-01,5,1966,YORK AVENUE,VAN,KH,Leuvin,YES,,
29,2967-01,1805,5515,BOUNDARY ROAD,VAN,AA,Leuvin,YES,NO,
29,2970-01,1807,565,SMITHE STREET,VAN,AN,Leuvin,NO,,
29,2981-01,101,755,WEST 15TH AVENUE,VAN,KH,Leuvin,YES,,
29,2986-01,405,2665,WEST BROADWAY ,VAN,JR,Leuvin,YES,,
29,2995-01,HOUSE,4619,GOTHARD STREET,VAN,AA,Leuvin,NA,,
29,2998-02,103,555,WEST 14TH AVENUE,VAN,JR,Leuvin,NO,,
29,2998-03,316,555,WEST 14TH AVENUE,VAN,JR,Leuvin,NO,,
29,2999-01,407,4883,MANHURE MEWS,VAN,AN,Leuvin,NO,,
30,3005-01,202,1625,HORNBY STREET,VAN,AN,Stanley,NO,NO,
30,3014-01,103,125,MILROSS AVENUE,VAN,AN,Stanley,YES,NO,
30,3015-01,3203,1189,MELVILLE STREET,VAN,AN,Stanley,YES,,
30,3019-01,2306,939,HOMER STREET,VAN,AN,Stanley,YES,,
30,3021-01,2002,1420,WEST GEORGIA STREET,VAN,AN,Stanley,YES,,
30,3022-01,2008,1295,RICHARDS STREET,VAN,AN,Stanley,YES,,
30,3023-01,1203,1625,HORNBY STREET,VAN,AN,Stanley,NO,,
30,3028-01,1708,1288,WEST GEORGIA STREET,VAN,AN,Stanley,YES,,
30,3029-01,802,1625,HORNBY STREET,VAN,AN,Stanley,NO,,
30,3031-01,2405,1200,WEST GEORGIA STREET,VAN,JR,Stanley,YES,,
30,3035-01,1206,388,DRAKE STREET,VAN,AN,Stanley,YES,,
30,3039-01,1607,1200,WEST GEORGIA STREET,VAN,AN,Stanley,YES,,
30,3041-01,1404,1088,RICHARDS STREET,VAN,JR,Stanley,NO,,
30,3049-01,504,1216,HOMER STREET,VAN,JR,Stanley,NO,,
30,3056-01,1607,535,SMITHE STREET,VAN,JR,Stanley,YES,,
30,3059-01,1206,1055,HOMER STREET,VAN,AN,Stanley,YES,,
30,3061-01,1406,438,SEYMOUR STREET,VAN,JR,Stanley,NO,,
30,3063-01,206,1331,ALBERNI STREET,VAN,AN,Stanley,YES,,
30,3068-01,601,950,DRAKE STREET,VAN,JR,Stanley,NO,,
30,3070-01,506,1055,HOMER STREET,VAN,AN,Stanley,NO,,
30,3072-01,2003,888,HOMER STREET,VAN,AN,Stanley,YES,,
30,3074-01,1207,438,SEYMOUR STREET,VAN,JR,Stanley,NO,,
30,3075-01,1206,1200,WEST GEORGIA STREET,VAN,AN,Stanley,YES,,
30,3086-01,608,1055,RICHARDS STREET,VAN,AN,Stanley,YES,,
30,3091-01,1109,1068,HORNBY STREET,VAN,AN,Stanley,YES,,
30,3093-01,3203,833,SEYMOUR STREET,VAN,JR,Stanley,NO,YES,
30,3094-01,1904,1211,MELVILLE STREET,VAN,AN,Stanley,YES,,
30,3097-01,2401,120,MILROSS AVENUE,VAN,JR,Stanley,YES,,
30,3098-01,3301,909,MAINLAND STREET,VAN,AN,Stanley,YES,YES,
30,3099-01,1004,888,HAMILTON STREET,VAN,AN,Stanley,YES,,
31,3104-01,1005,833,HOMER STREET,VAN,AN,Princes,YES,,
31,3105-01,701,221,UNION STREET,VAN,AN,Princes,NO,YES,
31,3106-01,1505,833,HOMER STREET,VAN,AN,Princes,YES,,
31,3106-02,2105,833,HOMER STREET,VAN,AN,Princes,YES,,
31,3107-01,1007,1188,RICHARDS STREET,VAN,AN,Princes,YES,NO,
31,3109-01,2109,833,HOMER STREET,VAN,AN,Princes,NO,,
31,3113-01,1903,833,HOMER STREET,VAN,AN,Princes,YES,,
31,3117-01,2707,833,HOMER STREET,VAN,AN,Princes,NO,,
31,3131-01,1702,833,HOMER STREET,VAN,AN,Princes,NO,,
31,3133-01,2102,833,HOMER STREET,VAN,AN,Princes,NO,,
31,3134-01,612,833,HOMER STREET,VAN,AN,Princes,NO,,
31,3135-01,1902,833,HOMER STREET,VAN,AN,Princes,NO,,
31,3136-01,705,833,HOMER STREET,VAN,AN,Princes,YES,,
31,3137-01,2205,999,SEYMOUR STREET,VAN,KH,Princes,YES,NO,
31,3138-01,1201,833,HOMER STREET,VAN,AN,Princes,YES,,
31,3139-01,1007,833,HOMER STREET,VAN,AN,Princes,NO,,
31,3150-01,604,3198,RIVERWALK AVENUE,VAN,KH,Princes,YES,NO,
31,3154-01,2505,833,HOMER STREET,VAN,AN,Princes,NO,,
31,3158-01,208,5007,ASH STREET,VAN,KH,Princes,YES,YES,
31,3162-01,,6305,OAK STREET,VAN,KH,Princes,YES,YES,
31,3166-01,1202,833,HOMER STREET,VAN,AN,Princes,YES,,
31,3169-01,607,1199,SEYMOUR STREET,VAN,JR,Princes,YES,,
31,3171-01,1906,1288,ALBERNI STREET,VAN,AN,Princes,YES,NO,
31,3172-01,603,819,HAMLTON STREET,VAN,AN,Princes,YES,,
31,3173-01,203,1189,HOWE STREET,VAN,JR,Princes,YES,,
31,3174-01,306,221,UNION ST.,VAN,JR,Princes,YES,,
31,3176-01,1607,1055,RICHARDS STREET,VAN,AN,Princes,YES,,
31,3180-01,2604,1238,RICHARDS STREET,VAN,JR,Princes,YES,,
31,3182-01,601,999,SEYMOUR STREET,VAN,AN,Princes,YES,,
31,3183-01,2302,1372,SEYMOUR STREET,VAN,AN,Princes,YES,,
31,3192-01,1703,1133,HORNBY STREET,VAN,AN,Princes,YES,,
31,3194-01,301,1133,HORNBY STREET,VAN,KH,Princes,YES,,
31,3195-01,2005,1188,RICHARDS STREET,VAN,KH,Princes,NO,,
31,3196-01,1406,1055,HOMER STREET,VAN,KH,Princes,YES,,
31,3198-01,706,1088,RICHARDS STREET,VAN,AN,Princes,NO,,
32,3206-01,1603,271,FRANCIS WAY,NWEST,JR,Stanley,YES,,
32,3207-01,HOUSE,7,FELL N.,BBY,AA,Stanley,N/A,,
32,3208-01,901,2008,ROSSER AVENUE,BBY,AA,Stanley,YES,,
32,3211-01,2206,2008,ROSSER AVENUE,BBY,AA,Stanley,YES,,
32,3212-01,412,340,GINGER DRIVE,NWEST,JR,Stanley,YES,,
32,3213-01,HOUSE,5267,CARSON STREET,BBY,AA,Stanley,N/A,,
32,3217-01,301,9126,CAPELLA DRIVE,BBY,AA,Stanley,YES,,
32,3220-01,HOUSE,824,SURREY STREET,NWEST,JR,Stanley,N/A,,
32,3222-01,701,6220,MCKAY AVENUE,BBY,AA,Stanley,YES,,
32,3225-01,503,7171,BERESFORD STREET,BBY,AA,Stanley,NO,,
32,3226-01,5,5108,NHAUDE AVENUE,BBY,AA,Stanley,YES,,
32,3227-01,310,7,RIALTO COURT,NWEST,JR,Stanley,NO,,
32,3228-01,706,7171,BERESFORD STREET,BBY,AA,Stanley,NO,,
32,3229-01,1108,271,FRANCIS WAY,NWEST,JR,Stanley,YES,,
32,3230-01,203,7000,21st Avenue,BBY,AA,Stanley,NO,,
32,3232-01,21,7388,MACPHERSON AVENUE,BBY,AA,Stanley,YES,,
32,3234-01,807,2200,DOUGLAS ROAD,BBY,AA,Stanley,NO,,
32,3236-01,TH,3027,ARIES PLACE,BBY,AA,Stanley,YES,,
32,3237-01,2302,2355,MADISON AVE,BBY,AA,Stanley,YES,,
32,3239-01,303,4468,DAWSON ST,BBY,AA,Stanley,YES,,
32,3240-01,412,4468,DAWSON ST,BBY,AA,Stanley,YES,,
32,3241-01,413,4468,DAWSON ST,BBY,AA,Stanley,YES,,
32,3244-01,1,5160,CANADA WAY,BBY,AA,Stanley,YES,,
32,3245-01,206,4768,BRENTWOOD DRIVE,BBY,AA,Stanley,YES,,
32,3246-01,3007,4880,BENNETT ROAD,BBY,AA,Stanley,YES,,
32,3247-01,511,4468,DAWSON ST,BBY,AA,Stanley,YES,,
32,3250-01,1008,2008,ROSSER AVENUE,BBY,AA,Stanley,NO,,
32,3251-02,1912,908,QUAYSIDE DRIVE,NWEST,JR,Stanley,YES,,
32,3254-01,3001,4400,BUCHANON STREET,BBY,AA,Stanley,NO,,
32,3255-01,408,9150,UNIVERSITY HIGH STREET,BBY,AA,Stanley,NO,,
32,3259-01,3106,4900,LENNOX LANE,BBY,AA,Stanley,NO,,
32,3262-01,3606,4485,SKYLINE DRIVE,BBY,AA,Stanley,NO,,
32,3265-01,2401,4485,SKYLINE DRIVE,BBY,AA,Stanley,YES,,
32,3270-02,2105,4485,SKYLINE DRIVE,BBY,AA,Stanley,YES,,
32,3271-01,3304,4900,LENNOX LANE,BBY,AA,Stanley,YES,,
32,3273-01,1005,15,EAST ROYAL AVENUE,NWEST,JR,Stanley,NO,NO,
32,3276-01,808,6538,NELSON STREET,BBY,AA,Stanley,YES,,
32,3278-01,3805,4485,SKYLINE DRIVE,BBY,AA,Stanley,YES,,
32,3279-01,4106,4900,LENNOX LANE,BBY,AA,Stanley,NO,,
32,3280-01,503,4333,CENTRAL BLVD,BBY,AA,Stanley,NO,,
32,3281-01,1301,2138,MADISON AVE,BBY,AA,Stanley,NO,,
32,3282-01,1604,2008,ROSSER AVENUE,BBY,AA,Stanley,NO,,
32,3284-01,3001,2077,ROSSER AVENUE,BBY,AA,Stanley,YES,,
32,3285-01,34,838,ROYAL AVENUE,NWEST,JR,Stanley,YES,,
32,3286-01,1608,2008,ROSSER AVENUE,BBY,AA,Stanley,NO,,
32,3287-01,210,3888,NORFOLK STREET,BBY,AA,Stanley,NO,,
32,3289-01,114,262,SALTER ST.,NWEST,JR,Stanley,NO,,
32,3290-01,2511,6098,STATION STREET,BBY,AA,Stanley,YES,,
32,3292-01,501,9867,MANCHESTER DRIVE,BBY,AA,Stanley,YES,,
32,3293-01,4104,4900,LENNOX LANE,BBY,AA,Stanley,NO,,
32,3294-01,2109,2378,ALPHA AVE,BBY,KH,Stanley,YES,,
32,3297-01,1006,2378,ALPHA AVE,BBY,AA,Stanley,YES,,
32,3298-01,4303,4670,ASSEMWHY WAY,BBY,AA,Stanley,YES,,
33,3304-01,HOUSE,15482,91AVENUE,SRY,JR,Princes,N/A,,
33,3305-01,508,13655,FRASER HIGHWAY,SRY,JR,Princes,NO,NO,
33,3306-01,311,10533,UNIVERSITY DRIVE,SRY,JR,Princes,YES,,
33,3307-01,2005,13398,104 AVENUE,SRY,JR,Princes,YES,,
33,3309-01,16,13393,BARKER STREET,SRY,JR,Princes,YES,,
33,3311-01,113,13931,FRASER HIGHWAY,SRY,JR,Princes,YES,,
33,3312-01,1212,13398,104TH AVENUE,SRY,JR,Princes,NO,,
33,3313-01,2509,13618,100th AVENUE,SRY,JR,Princes,YES,,
33,3314-01,1910,10777,UNIVERSITY DRIVE,SRY,JR,Princes,NO,,
33,3317-01,417,10788,139 ST.,SRY,JR,Princes,YES,,
33,3322-01,2606,13618,100TH AVENUE,SRY,JR,Princes,NO,,
33,3323-01,2408,13685,102TH AVENUE,SRY,JR,Princes,YES,NO,
33,3326-01,507,13728,108TH AVE,SRY,JR,Princes,YES,,
33,3329-01,2708,13618,100TH AVE,SRY,JR,Princes,YES,,
33,3331-01,318,13339,102A AVENUE,SRY,JR,Princes,YES,,
33,3332-01,202,13303,CENTRAL AVENUE,SRY,JR,Princes,YES,,
33,3336-01,1706,13495,CENTRAL AVENUE,SRY,JR,Princes,YES,,
33,3337-01,406,10688,140TH STREET,SRY,JR,Princes,YES,,
33,3338-01,308,10688,140TH STREET,SRY,JR,Princes,YES,,
33,3339-01,318,10688,140TH STREET,SRY,JR,Princes,YES,,
33,3342-01,HOUSE,16162,SPRINGSIDE COURT,SRY,JR,Princes,NO,,
33,3343-01,1204,13380,108 AVENUE ,SRY,KH,Princes,YES,,
33,3344-01,202,13685,102TH AVENUE,SRY,JR,Princes,YES,NO,
33,3346-01,HOUSE,15383,85 AVENUE,SRY,JR,Princes,NO,,
33,3349-01,602,13308,CENTRAL AVENUE,SRY,JR,Princes,YES,NO,
33,3350-01,801,13308,CENTRAL AVENUE,SRY,JR,Princes,YES,NO,
33,3351-01,1503,13308,CENTRAL AVENUE,SRY,JR,Princes,YES,NO,
33,3353-01,111,13308,CENTRAL AVENUE,SRY,JR,Princes,YES,NO,
33,3354-01,501,13963,105A STREET,SRY,JR,Princes,YES,NO,
33,3355-01,2105,13618,100 AVENUE,SRY,JR,Princes,YES,NO,
33,3357-01,512,13685,102TH AVENUE,SRY,JR,Princes,YES,NO,
33,3358-01,2002,13685,102TH AVENUE,SRY,JR,Princes,YES,NO,
33,3359-01,2802,13685,102TH AVENUE,SRY,JR,Princes,YES,NO,
33,3361-01,312,13685,102TH AVENUE,SRY,JR,Princes,YES,NO,
33,3362-01,2001,13359,OLD YALE ROAD,SRY,JR,Princes,YES,NO,
33,3363-01,1405,13428,105 AVENUE,SRY,JR,Princes,YES,NO,
33,3365-01,205,15388,101 AVENUE,SRY,JR,Princes,NO,NO,
33,3366-01,1805,6588,NELSON STREET,BBY,AN,Princes,NO,NO,
33,3367-01,1101,1588,JOHNSTON RD.,WROCK,BW,Princes,YES,NO,
33,3368-01,209,215,MOWAT STREET,NWEST,JR,Princes,NO,NO,
33,3369-01,1413,13438,CENTRAL AVENUE,SRY,JR,Princes,NO,NO,
33,3370-01,1305,680,QUAYSIDE DRIVE,NWEST,JR,Princes,NO,NO,
33,3371-01,1603,680,QUAYSIDE DRIVE,NWEST,JR,Princes,YES,NO,
33,3372-01,3904,680,QUAYSIDE DRIVE,NWEST,JR,Princes,NO,NO,
33,3373-01,2204,680,QUAYSIDE DRIVE,NWEST,JR,Princes,YES,NO,
33,3374-01,1605,680,QUAYSIDE DRIVE,NWEST,JR,Princes,NO,NO,
33,3375-01,2307,680,QUAYSIDE DRIVE,NWEST,JR,Princes,NO,NO,
33,3376-01,506,1588,JOHNSTON RD.,WROCK,BW,Princes,YES,NO,
33,3377-01,1905,680,QUAYSIDE DRIVE,NWEST,JR,Princes,NO,YES,
33,3378-01,2001,680,QUAYSIDE DRIVE,NWEST,JR,Princes,YES,NO,
33,3379-01,1208,680,QUAYSIDE DRIVE,NWEST,JR,Princes,YES,NO,
33,3380-01,2904,680,QUAYSIDE DRIVE,NWEST,JR,Princes,YES,NO,
33,3381-01,1906,680,QUAYSIDE DRIVE,NWEST,JR,Princes,YES,NO,
33,3382-01,403,13439,94A AVE,SRY,JR,Princes,NO,NO,
33,3383-01,2505,10750,135A STEET,SRY,JR,Princes,YES,NO,
33,3385-01,1904,660,QUAYSIDE DRIVE,NWEST,JR,Princes,NO,NO,
33,3386-01,2106,660,QUAYSIDE DRIVE,NWEST,JR,Princes,YES,NO,
33,3387-01,3008,660,QUAYSIDE DRIVE,NWEST,JR,Princes,NO,NO,
33,3388-01,905,11,ROYAL AVENUE,NWEST,JR,Princes,NO,NO,
34,3402-01,TH,1780,WEST 6TH AVENUE,VAN,KH,Stanley,NO,NO,
34,3404-01,903,1919,WYLIE STREET ,VAN,KH,Stanley,YES,NO,
34,3406-01,406,389,WEST 59TH AVENUE,VAN,KH,Stanley,NO,NO,
34,3407-01,1901,595,AUSTIN AVENUE,COQ,AA,Stanley,YES,YES,
34,3409-01,210,5077,CAMBIE STREET,VAN,KH,Stanley,NO,NO,
34,3412-01,4,7433,16th STREET,BBY,AA,Stanley,NO,YES,
34,3415-01,2406,1888,GILMORE AVENUE,BBY,AA,Stanley,NO,NO,
34,3417-01,1305,1205,WEST HASTINGS STREET,VAN,AN,Stanley,NO,NO,
34,3418-01,112,311,EAST 6TH AVENUE,VAN,KH,Stanley,NO,NO,
34,3419-01,601,138,WEST 1ST AVENUE,VAN,KH,Stanley,YES,NO,
34,3421-01,206,1688,CYPRESS STREET,VAN,AN,Stanley,NO,NO,
34,3423-01,506,1205,HOWE STREET,VAN,AN,Stanley,YES,NO,
34,3424-01,2201,489,INTERURBAN WAY,VAN,KH,Stanley,,,
34,3425-01,402,688,FAIANHILD ROAD,VAN,KH,Stanley,NO,NO,
34,3426-01,TOWNHOUSE,6552,ARBUTUS STREET,VAN,KH,Stanley,YES,YES,
34,3427-01,305,2211,CAMBIE STREET,VAN,KH,Stanley,YES,NO,
34,3430-01,1203,5515,BOUNDARY ROAD,VAN,JR,Stanley,NO,NO,
34,3432-01,104,4988,CAMBIE STREET,VAN,KH,Stanley,NO,NO,
34,3433-01,1002,585,AUSTIN AVENUE,COQ,AA,Stanley,NO,,
34,3436-01,1601,4808,HAZEL STREET,BBY,AA,Stanley,NO,NO,
34,3437-01,109,523,WEST KING EDWARD AVENUE,VAN,KH,Stanley,,,
34,3439-01,1904,570,EMERSON STREET,COQ,AA,Stanley,,,
34,3440-01,HOUSE,2705,EAST 47TH AVENUE,VAN,KH,Stanley,,,
34,3441-01,314,750,DOGWOOD STREET,COQ,AA,Stanley,,,
34,3442-01,909,8031,NUNAVUT LANE,VAN,KH,Stanley,,,
34,3444-01,3405,4711,HAZEL STREET,BBY,AA,Stanley,,,
34,3445-01,A415,20838,78B AVENUE,LANG,BW,Stanley,NO,NO,
34,3446-01,1910,4711,HAZEL STREET,BBY,AA,Stanley,YES,NO,
34,3447-01,2710,4711,HAZEL STREET,BBY,AA,Stanley,NO,YES,
34,3448-02,HOUSE,4737,CAMBIE STREET,VAN,KH,Stanley,NO,YES,
34,3448-03,MAIN,4761,CAMBIE STREET,VAN,KH,Stanley,NO,YES,
34,3448-04,BASEMENT,4761,CAMBIE STREET,VAN,KH,Stanley,NO,YES,
34,3448-05,HOUSE,4787,CAMBIE STREET,VAN,KH,Stanley,NO,YES,
34,3449-01,1,2505,WEST 8TH AVENUE,VAN,KH,Stanley,YES,NO,
34,3450-01,208,3456,COMMEANIAL ST,VAN,JR,Stanley,NO,YES,
34,3451-01,202,1099,E. BROADWAY,VAN,JR,Stanley,NO,YES,
34,3452-01,412,5725,AGRONOMY ROAD,VAN,KH,Stanley,YES,YES,
34,3453-01,1006,2085,SKYLINE COURT,BBY,AA,Stanley,NO,NO,
34,3454-01,1601,308,MORRISSEY ROAD,PMDY,AA,Stanley,YES,NO,
34,3455-01,608,445,WEST 2ND AVENUE,VAN,JR,Stanley,YES,NO,
34,3456-01,,980,PARK DRIVE,VAN,KH,Stanley,YES,YES,
34,3457-01,1009,5311,GORING STREET,BBY,AA,Stanley,NO,NO,
34,3458-01,113,1823,WEST 7TH AVENUE,VAN,JR,Stanley,NO,YES,
34,3459-01,2404,7433,CAMBIE STREET,VAN,KH,Stanley,YES,NO,
34,3461-01,2006,1155,SEYMOUR STREET,VAN,AN,Stanley,YES,NO,
34,3462-01,,6268,BALSAM STREET,VAN,KH,Stanley,NO,NO,
34,3464-01,1105,3438,SAWMILL CRESCENT,VAN,KH,Stanley,YES,NO,
34,3466-01,3206,3080,LINCOLN AVE,COQ,AA,Stanley,NO,NO,
34,3467-01,2103,3438,SAWMILL CRESCENT,VAN,JR,Stanley,NO,NO,
34,3468-01,505,3451,SAWMILL CRESCENT,VAN,AN,Stanley,YES,NO,
34,3469-01,206,528,BEATTY STREET,VAN,AN,Stanley,NO,NO,
34,3473-01,405,1635,WEST 3RD AVENUE,VAN,KH,Stanley,YES,NO,
34,3474-01,101,7588,16TH STREET,BBY,AA,Stanley,NO,NO,
34,3476-01,3702,1188,PINETREE WAY,COQ,AA,Stanley,NO,NO,
34,3477-01,HOUSE,4910,WILLOW STREET,VAN,AN,Stanley,N/A,NO,
34,3477-02,HOUSE,4930,WILLOW STREET,VAN,AN,Stanley,N/A,NO,
34,3477-03,HOUSE,4950,WILLOW STREET,VAN,AN,Stanley,N/A,NO,
34,3478-01,405,4240,CAMBIE STREET,VAN,AN,Stanley,TO BE CONFIRMED,NO,
34,3479-01,1809,3833,EVERGREEN PLACE,BBY,AA,Stanley,YES,NO,
34,3480-01,2906,2008,ROSSER AVENUE,BBY,AA,Stanley,NO,NO,
34,3481-01,3808,3809,EVERGREEN PLACE,BBY,AA,Stanley,YES,NO,
34,3482-01,1505,2181,MADISON AVENUE,BBY,AA,Stanley,NO,NO,
34,3483-01,1204,2181,MADISON AVENUE,BBY,AA,Stanley,YES,YES,
34,3484-01,803,3061,EAST KENT AVENUE NORTH,VAN,KH,Stanley,NO,NO,
34,3485-01,2507,7433,CAMBIE STREET,VAN,KH,Stanley,YES,NO,
34,3486-01,506,445,WEST 2ND AVENUE,VAN,AN,Stanley,YES,NO,
34,3487-01,603,5077,CAMBIE STREET,VAN,KH,Stanley,NO,NO,
34,3488-01,TH,1141,WEST 8TH AVENUE,VAN,AN,Stanley,NO,NO,
34,3489-01,208,2628,YEW STREET,VAN,AN,Stanley,YES,NO,
34,3490-01,104,1925,WEST 2ND AVENUE,VAN,KH,Stanley,NO,NO,
34,3491-01,809,7418,PAULSON STREET,VAN,KH,Stanley,YES,NO,
34,3492-01,501,3430,EAST KENT AVENUE SOUTH,VAN,JR,Stanley,YES,YES,
34,3493-01,HOUSE,3250,WILLIAM STREET,VAN,JR,Stanley,N/A,NO,
34,3494-01,308,5007,ASH STREET,VAN,KH,Stanley,NO,NO,
34,3495-01,105,523,W. KING EDWARD AVE.,VAN,KH,Stanley,YES,NO,
34,3496-01,408,4171,CAMBIE STREET,VAN,AN,Stanley,NO,NO,
34,3497-01,907,1277,NELSON STREET,VAN,KH,Stanley,YES,NO,
34,3498-01,206,5868,AGRONOMY ROAD,VAN,BW,Stanley,NO,NO,
34,3499-01,203,1616,COLUMBIA STREET,VAN,AN,Stanley,YES,NO,
35,3502-01,4308,4510,HALIFAX STREET,BBY,AA,Stanley,YES,NO,
35,3504-01,204,5775,IRMIN STREET,BBY,AA,Stanley,NO,YES,
35,3505-01,5101,4510,HALIFAX WAY,BBY,AA,Stanley,YES,YES,
35,3507-01,3702,6461,TELFORD AVENUE,BBY,AA,Stanley,YES,YES,
35,3508-01,1402,518,WHITING WAY,COQ,AA,Stanley,YES,NO,
35,3509-01,4108,4900,LENNOX LANE,COQ,AA,Stanley,NO,NO,
35,3510-01,902,657,WHITING WAY,COQ,AA,Stanley,YES,NO,
35,3512-01,4205,1888,GILMORE AVENUE,BBY,BW,Stanley,YES,YES,
35,3514-01,2505,525,FOSTER AVENUE,COQ,AA,Stanley,YES,NO,
35,3515-01,2805,525,FOSTER AVENUE,COQ,AA,Stanley,YES,NO,
35,3517-01,902,1888,GILMORE AVENUE,BBY,AA,Stanley,YES,NO,
35,3518-01,506,4468,DAWSON STREET,BBY,AA,Stanley,NO,NO,
35,3520-01,404,4465,JUNEAU STREET,BBY,AA,Stanley,NO,NO,
35,3520-02,404,6699,DUNBLANE AVENUE,BBY,AA,Stanley,NO,NO,
35,3520-03,1207,2351,BETA AVENUE,BBY,AA,Stanley,NO,NO,
35,3521-01,1507,4465,JUNEAU STREET,BBY,AA,Stanley,NO,NO,
35,3522-01,403,4465,JUNEAU STREET,BBY,AN,Stanley,NO,NO,
35,3524-01,204,4465,JUNEAU STREET,BBY,AA,Stanley,NO,YES,
35,3525-01,406,4465,JUNEAU STREET,BBY,AA,Stanley,YES,NO,
35,3526-01,601,6383,MCKAY AVENUE,BBY,AA,Stanley,NO,NO,
35,3527-01,105,555,NORTH ROAD,COQ,AA,Stanley,NO,NO,
35,3528-01,409,2388,MADISON AVE,BBY,AA,Stanley,YES,YES,
35,3529-01,314,7488,BYRNEPARK WALK,BBY,AA,Stanley,YES,NO,
35,3530-01,101,2229,ATKINS AVENUE,COQ,AA,Stanley,NO,NO,
35,3532-01,1903,1955,ALPHA WAY,BBY,AA,Stanley,YES,NO,
35,3535-01,6108,1955,ALPHA WAY,BBY,AA,Stanley,NO,NO,
35,3536-01,2812,1955,ALPHA WAY,BBY,AA,Stanley,NO,NO,
35,3540-01,1607,4880,BENNETT STREET,BBY,AA,Stanley,NO,NO,
35,3541-01,803,9888,CAMERON STREET,BBY,AA,Stanley,NO,NO,
35,3543-01,308,5611,GORING STREET,BBY,AA,Stanley,,,
35,3544-01,4312,4510,HALIFAX WAY,BBY,AA,Stanley,YES,NO,
35,3545-01,3001,2085,SKYLINE COURT,BBY,AA,Stanley,YES,NO,
35,3546-01,503,7138,COLLIER STREET,BBY,AA,Stanley,NO,YES,
35,3547-01,2803,4900,LENNOX LANE,BBY,AA,Stanley,YES,YES - NR6 - Own agent,
35,3548-01,1903,2351,BETA AVENUE,BBY,JR,Stanley,NO,NO,
35,3550-01,2103,5333,GORING STREET,BBY,AA,Stanley,YES,NO,
35,3552-01,208,8940,UNIVERSITY CRESCENT,BBY,AA,Stanley,NO,NO,
35,3553-01,501,4477,HASTINGS STREET,BBY,AA,Stanley,YES,NO,
35,3555-01,2609,7303,NOBLE LANE,BBY,AA,Stanley,NO,NO,
35,3556-01,1506,4567,HAZEL STREET,BBY,KH,Stanley,YES,YES,
35,3557-01,607,4650,BRENTWOOD BLVD,BBY,AA,Stanley,NO,NO,
35,3559-01,4508,4650,BRENTWOOD BLVD,BBY,AA,Stanley,YES,NO,
35,3560-01,303,6658,DOW ST,BBY,AA,Stanley,YES,NO,
35,3561-01,1206,1888,GILMORE AVENUE,BBY,AA,Stanley,YES,NO,
35,3562-01,1801,2077,ROSSER AVENUE,BBY,AA,Stanley,YES,NO,
35,3563-01,2808,4508,HAZEL STREET,BBY,AA,Stanley,YES,NO,
35,3564-01,701,4465,JUNEAU STREET,BBY,AA,Stanley,YES,NO,
35,3565-01,415,516,FOSTER AVENUE,COQ,AA,Stanley,NO,NO,
35,3566-01,1001,3740,ALBERT STREET,BBY,AA,Stanley,NO,NO,
35,3567-01,HOUSE,1196,COLIN PLACE,COQ,AA,Stanley,NO,NO,
35,3568-01,5211,4510,HALIFAX WAY,BBY,AA,Stanley,YES,NO,
35,3569-01,HOUSE,927,LAUREL STREET,NWEST,JR,Stanley,NO,NO,
35,3570-01,1005,4488,JUNEAU STREET,BBY,AA,Stanley,YES,NO,
35,3571-01,405,7058,14TH AVENUE,BBY,AA,Stanley,YES,NO,
35,3574-01,TH,4468,JUNEAU STREET,BBY,AA,Stanley,YES,NO,
35,3575-01,1203,4488,JUNEAU STREET,BBY,AA,Stanley,YES,YES,
35,3576-01,406,4488,JUNEAU STREET,BBY,AA,Stanley,YES,NO,
35,3577-01,403,478,DAWSON STREET,BBY,AA,Stanley,NO,NO,
35,3578-01,3203,2085,SKYLINE COURT,BBY,AA,Stanley,YES,NO,
35,3579-01,203,2088,BETA AVENUE,BBY,AA,Stanley,YES,NO,
35,3580-01,2103,2311,BETA AVENUE,BBY,AA,Stanley,YES,NO,
35,3582-01,3410,657,WHITING WAY,COQ,AA,Stanley,NO,NO,
35,3583-01,1206,2232,DOUGLAS ROAD,BBY,AA,Stanley,YES,YES,
35,3584-01,4305,1955,ALPHA WAY,BBY,AA,Stanley,NO,NO,
35,3585-01,2909,4485,SKYLINE DRIVE,BBY,AA,Stanley,YES,NO,
35,3586-01,403,3738,NORFOLK STREET,BBY,AA,Stanley,YES,NO,
35,3587-01,506,567,NHARKE ROAD,COQ,KH,Stanley,NO,NO,
35,3589-01,512,7169,14TH AVENUE,BBY,AA,Stanley,YES,NO,
